,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result,black_king_dst,black2white_king_dst,black2rook_dst
19741,4,1,5,4,3,7,13,1,6,3
7481,4,2,4,1,1,8,9,0,6,7
185,1,1,8,5,7,5,-1,1,6,1
9912,4,3,5,8,8,8,10,0,5,3
10159,4,4,4,1,7,2,10,1,3,3
25049,4,1,8,1,3,7,14,1,6,6
22027,2,1,7,7,5,2,14,1,3,5
27845,1,1,7,3,5,3,16,2,4,2
24172,4,1,1,2,6,6,14,2,5,5
331,2,1,4,4,4,5,-1,3,4,1
19860,4,1,7,5,3,6,13,2,5,4
17641,2,2,3,3,7,3,13,1,5,4
13050,4,4,4,8,7,4,11,1,3,4
18291,3,1,7,8,1,6,13,0,5,6
11190,3,2,4,8,8,3,11,0,5,5
14163,3,1,8,7,7,2,12,1,4,5
4438,4,3,8,8,1,2,6,0,3,7
4758,4,2,1,4,7,2,7,1,3,6
17550,2,2,1,1,7,3,13,1,5,6
26159,2,1,3,2,4,7,15,1,6,5
9855,4,3,5,3,8,7,10,0,4,4
16167,4,3,2,4,5,6,12,2,3,3
25681,1,1,3,5,6,3,15,2,5,3
4310,4,3,3,6,2,2,6,1,2,4
3810,4,3,6,5,3,1,5,0,2,4
9399,4,1,8,4,6,2,10,1,2,2
12865,4,3,8,6,7,3,11,1,3,3
17359,2,1,6,2,8,4,13,0,6,2
2250,4,2,7,4,7,5,-1,1,3,1
5780,4,1,7,7,1,2,8,0,3,6
12668,4,3,5,6,2,6,11,1,3,3
26096,2,1,2,6,7,5,15,1,5,5
12434,4,3,2,4,7,6,11,1,3,5
4369,4,3,6,1,3,1,6,0,2,3
14059,3,1,6,4,3,3,12,2,2,3
17207,2,1,5,1,4,8,13,0,7,7
13114,4,4,8,1,6,5,11,2,2,4
26491,2,1,7,2,6,6,15,2,5,4
371,2,1,5,2,4,3,-1,2,2,1
26239,2,1,3,8,5,3,15,2,3,5
5687,3,3,7,7,8,2,8,0,5,5
21778,2,1,5,4,7,6,14,1,5,2
16014,4,3,1,2,5,5,12,3,2,4
15793,4,2,5,6,3,7,12,1,5,2
16583,4,3,8,1,2,6,12,1,3,6
25955,1,1,8,5,5,5,15,3,4,3
12284,4,2,8,4,1,5,11,0,3,7
4323,4,3,4,5,2,2,6,1,2,3
2989,3,2,7,5,1,2,2,0,2,6
27108,3,1,6,2,3,4,15,2,3,3
21969,2,1,7,3,6,8,14,0,7,5
16779,1,1,2,4,4,1,13,0,3,3
23337,3,1,7,1,3,7,14,1,6,6
2911,3,1,4,5,1,1,2,0,2,4
10339,1,1,2,8,5,1,11,0,4,7
26954,3,1,3,6,6,5,15,2,4,3
19810,4,1,6,3,1,4,13,0,3,5
16623,4,3,8,3,3,6,12,2,3,5
1386,3,2,7,4,6,3,-1,2,3,1
5267,2,2,7,3,8,1,8,0,6,2
15910,4,2,8,1,6,8,12,0,6,7
17814,2,2,8,5,6,4,13,2,4,2
25112,4,1,8,3,4,4,14,3,3,4
17609,2,2,2,5,5,3,13,2,3,3
7431,4,1,8,4,7,2,9,1,3,2
15970,4,2,8,7,1,6,12,0,4,7
22091,2,1,8,4,1,5,14,0,4,7
17651,2,2,3,4,8,7,13,0,6,5
5033,4,3,8,3,8,1,7,0,4,2
1778,4,1,4,6,4,7,-1,1,6,1
21654,2,1,3,8,6,3,14,2,4,5
21968,2,1,7,3,6,7,14,1,6,4
25100,4,1,8,2,7,7,14,1,6,5
7115,3,2,4,8,5,1,9,0,2,7
13748,2,2,6,7,8,7,12,0,6,2
6376,4,4,5,3,4,2,8,1,2,1
12913,4,4,1,4,6,3,11,2,2,5
27138,3,1,6,6,2,4,15,1,3,4
22954,3,1,2,8,6,3,14,2,3,5
3135,4,3,6,7,4,1,2,0,2,6
10850,3,1,3,6,1,6,11,0,5,2
16953,1,1,8,5,6,1,13,0,5,4
14609,3,2,6,5,1,5,12,0,3,5
27953,2,1,3,2,4,3,16,2,2,1
20147,4,2,2,3,3,5,13,2,3,2
1278,3,2,5,5,4,4,-1,3,2,1
27745,1,1,3,7,6,4,16,2,5,3
27663,4,1,7,8,6,5,15,2,4,3
9637,4,2,6,7,7,4,10,1,3,3
15988,4,3,1,1,2,6,12,1,3,5
10622,2,1,7,2,1,6,11,0,5,6
24285,4,1,1,7,6,3,14,2,2,5
21319,2,1,1,2,2,4,14,1,3,2
3040,3,3,5,4,3,1,2,0,2,3
23421,3,1,7,5,5,2,14,1,2,3
3813,4,3,6,6,3,1,5,0,2,5
27428,4,1,3,6,4,3,15,2,2,3
23996,3,2,7,6,3,6,14,2,4,4
4669,3,2,7,5,1,4,7,0,2,6
12837,4,3,8,4,6,8,11,0,5,4
10823,3,1,1,8,1,2,11,0,2,6
24444,4,1,2,6,7,6,14,1,5,5
27972,2,1,3,6,5,6,16,2,5,2
13222,1,1,5,5,7,1,12,0,6,4
15175,4,1,1,8,8,3,12,0,4,7
25087,4,1,8,2,5,6,14,2,5,4
27260,3,1,7,7,4,3,15,2,2,4
3521,4,1,6,3,7,1,5,0,3,2
23066,3,1,4,2,5,8,14,0,7,6
2853,3,2,5,6,1,1,1,0,2,5
7543,4,2,8,7,3,8,9,0,6,5
15108,3,3,8,7,8,4,12,0,5,3
17878,3,1,1,5,6,4,13,2,3,5
334,2,1,4,4,5,5,-1,3,4,1
19410,3,3,7,8,7,6,13,1,4,2
18011,3,1,4,1,7,7,13,1,6,6
20341,4,2,3,5,6,7,13,1,5,3
23771,3,2,3,1,5,2,14,1,2,2
4822,4,2,7,3,8,6,7,0,4,3
20546,4,2,6,5,6,7,13,1,5,2
16775,1,1,2,1,8,8,13,0,7,7
16463,4,3,6,8,6,5,12,2,2,3
16644,4,3,8,4,4,7,12,1,4,4
12069,4,2,4,6,2,7,11,1,5,2
15245,4,1,4,2,8,8,12,0,7,6
19849,4,1,7,3,7,7,13,1,6,4
22032,2,1,7,8,2,4,14,1,3,5
26709,2,2,3,3,4,4,15,3,2,1
19210,3,2,8,8,6,8,13,0,6,2
18893,3,2,6,2,3,6,13,2,4,4
19793,4,1,5,8,1,8,13,0,7,4
6971,3,1,7,1,8,3,9,0,5,2
23691,3,2,1,6,5,4,14,3,2,4
1029,3,1,7,1,6,2,-1,1,3,1
2127,4,2,4,7,3,6,-1,2,4,1
26164,2,1,3,2,7,3,15,1,5,4
6156,4,3,5,6,8,7,8,0,4,3
10122,4,4,2,8,6,3,10,2,2,5
18686,3,2,3,3,7,7,13,1,5,4
3839,4,3,7,6,3,1,5,0,2,5
6037,4,3,3,3,1,8,8,0,5,5
18149,3,1,5,4,2,7,13,1,6,3
8083,4,4,3,7,8,4,9,0,4,5
25666,1,1,3,3,8,6,15,0,7,5
19355,3,3,6,1,6,3,13,2,3,2
11971,4,2,2,3,8,7,11,0,5,6
26643,2,1,8,6,5,3,15,2,3,3
7813,4,3,6,4,7,7,9,1,4,3
22937,3,1,2,6,8,6,14,0,5,6
18654,3,2,2,8,7,8,13,0,6,5
4503,2,1,2,2,1,3,7,0,2,1
3385,4,3,3,3,2,2,4,1,2,1
465,2,1,6,6,7,6,-1,1,5,1
9638,4,2,6,7,7,5,10,1,3,2
18074,3,1,4,8,8,8,13,0,7,4
15546,4,2,1,5,7,8,12,0,6,6
27415,4,1,3,2,5,5,15,3,4,3
18794,3,2,4,6,7,6,13,1,4,3
18245,3,1,6,8,2,4,13,1,3,4
27485,4,1,4,6,6,4,15,2,3,2
5640,3,3,5,4,7,3,8,1,4,2
1491,3,3,5,5,6,4,-1,2,3,1
11564,3,3,6,5,6,2,11,1,3,3
5905,4,2,6,5,8,2,8,0,4,3
9524,4,2,4,4,3,7,10,1,5,3
17187,2,1,4,7,5,1,13,0,3,6
13060,4,4,5,2,7,4,11,1,3,2
22436,2,2,5,5,4,3,14,2,2,2
16074,4,3,1,7,5,5,12,3,2,4
21454,2,1,1,8,5,7,14,1,6,4
3948,3,2,6,2,8,1,6,0,5,2
19071,3,2,7,8,5,4,13,3,2,4
2310,4,2,8,6,8,7,-1,0,5,1
10244,4,4,7,1,6,3,10,2,2,2
10157,4,4,4,1,6,2,10,1,2,2
24355,4,1,2,1,8,7,14,0,6,6
5000,4,3,7,4,6,1,7,0,2,3
3979,4,1,1,4,1,1,6,0,3,3
6364,4,4,4,7,8,2,8,0,4,5
15234,4,1,4,2,2,6,12,1,5,4
5839,4,2,2,7,1,3,8,0,3,4
6802,2,2,3,4,8,1,9,0,6,5
926,3,1,5,3,4,4,-1,3,3,1
19989,4,2,1,2,5,6,13,2,4,4
174,1,1,8,3,7,2,-1,1,6,1
27483,4,1,4,6,5,4,15,3,3,2
5836,4,2,2,6,6,2,8,1,2,4
15888,4,2,7,6,3,7,12,1,5,4
27062,3,1,4,7,7,6,15,1,5,3
4296,4,3,3,2,2,2,6,1,2,1
21548,2,1,2,8,2,3,14,1,2,5
6013,4,3,2,7,6,8,8,0,5,4
26756,2,2,6,6,5,4,15,3,3,2
27249,3,1,7,6,5,6,15,2,5,2
7206,3,2,8,5,5,1,9,0,2,4
25821,1,1,5,6,5,2,15,1,4,4
11410,3,3,1,5,8,6,11,0,5,7
8972,3,2,5,5,7,2,10,1,4,3
20941,4,3,7,7,7,5,13,1,3,2
14688,3,2,7,8,1,7,12,0,5,6
1716,4,1,3,4,2,3,-1,1,2,1
8866,3,2,2,5,5,2,10,1,2,3
27636,4,1,7,6,6,4,15,2,3,2
22601,2,2,8,8,8,6,14,0,6,2
13988,3,1,5,1,1,8,12,0,7,7
21554,2,1,2,8,6,3,14,2,4,5
15744,4,2,5,2,6,4,12,2,2,2
2067,4,2,2,8,1,8,-1,0,6,1
27530,4,1,6,2,4,3,15,2,2,2
9124,3,3,2,5,6,1,10,0,3,4
4640,3,2,4,3,7,1,7,0,4,3
11918,4,2,1,3,2,8,11,0,6,5
22804,3,1,1,8,4,6,14,2,5,3
19407,3,3,7,8,6,3,13,2,3,5
5720,4,1,2,6,1,3,8,0,3,3
15322,4,1,5,2,6,8,12,0,7,6
17142,2,1,4,4,8,5,13,0,6,4
8735,3,1,3,3,1,5,10,0,4,2
3736,4,3,3,4,2,3,5,1,2,1
8265,4,4,6,8,8,6,9,0,4,2
17993,3,1,3,7,6,2,13,1,3,5
6165,4,3,5,8,7,2,8,1,3,6
10196,4,4,5,2,8,3,10,0,4,3
16870,1,1,6,2,7,6,13,1,6,4
19510,4,1,1,6,4,8,13,0,7,3
24850,4,1,6,5,2,7,14,1,6,4
12615,4,3,5,1,6,5,11,2,2,4
20889,4,3,3,3,6,7,13,1,4,4
565,2,1,8,6,8,7,-1,0,6,1
15411,4,1,6,8,1,3,12,0,3,5
11794,4,1,5,7,3,8,11,0,7,2
571,2,1,8,8,7,7,-1,1,6,1
16285,4,3,3,6,7,6,12,1,3,4
9829,4,3,5,2,2,8,10,0,5,6
4990,4,3,7,2,8,5,7,0,4,3
22166,2,1,8,7,8,4,14,0,6,3
15084,3,3,8,2,8,5,12,0,5,3
14958,3,3,4,3,8,6,12,0,5,4
2233,4,2,7,2,7,1,-1,0,3,1
16218,4,3,3,1,4,7,12,1,4,6
15785,4,2,5,5,7,4,12,1,3,2
25720,1,1,4,3,7,6,15,1,6,3
1116,3,1,8,7,7,6,-1,1,5,1
14924,3,3,3,6,7,5,12,1,4,4
10781,2,2,6,7,7,2,11,1,5,5
8233,4,4,6,3,8,7,9,0,4,4
3314,4,2,6,2,2,1,4,0,2,4
11141,3,2,4,1,3,5,11,2,3,4
14991,3,3,4,8,7,6,12,1,4,3
23597,3,1,8,5,6,6,14,2,5,2
21773,2,1,5,4,4,6,14,2,5,2
19604,4,1,4,3,6,8,13,0,7,5
21382,2,1,1,4,8,6,14,0,6,7
8213,4,4,6,1,6,3,9,2,2,2
2854,3,2,5,7,1,1,1,0,2,6
700,2,2,7,5,6,6,-1,2,4,1
25278,4,2,1,7,5,5,14,3,3,4
16042,4,3,1,4,3,5,12,2,2,2
12681,4,3,5,7,1,5,11,0,3,4
27398,4,1,3,1,4,4,15,3,3,3
21695,2,1,4,3,8,4,14,0,6,4
9746,4,3,2,5,2,8,10,0,5,3
16739,4,4,8,3,6,3,12,2,2,2
9536,4,2,4,8,1,7,10,0,5,3
17098,2,1,3,4,8,8,13,0,7,5
27641,4,1,7,7,3,7,15,1,6,4
12486,4,3,3,2,8,4,11,0,4,5
14181,3,2,1,1,2,6,12,1,4,5
20174,4,2,2,4,3,8,13,0,6,4
27920,1,1,8,6,6,6,16,2,5,2
1752,4,1,3,8,4,8,-1,0,7,1
13635,2,2,4,1,8,7,12,0,6,6
962,3,1,5,7,6,7,-1,1,6,1
25223,4,1,8,8,2,4,14,1,3,6
13143,4,4,8,5,7,3,11,1,3,2
11925,4,2,1,4,2,7,11,1,5,3
10150,4,4,3,7,7,2,10,1,3,5
6954,3,1,3,7,7,1,9,0,4,6
19258,3,3,2,6,6,4,13,2,3,4
15962,4,2,8,5,7,8,12,0,6,3
28013,2,1,6,3,4,3,16,2,2,2
16829,1,1,4,5,8,6,13,0,7,4
7518,4,2,6,4,8,4,9,0,4,2
6577,4,4,8,4,4,2,8,1,2,4
19461,4,1,1,2,2,7,13,1,6,5
9671,4,2,7,7,5,8,10,0,6,2
16553,4,3,7,6,2,5,12,1,2,5
14899,3,3,3,1,7,5,12,1,4,4
6679,2,1,3,4,1,7,9,0,6,3
20748,4,2,8,2,4,7,13,1,5,5
25347,4,2,3,7,5,5,14,3,3,2
25801,1,1,5,5,4,2,15,1,3,3
8115,4,4,4,5,3,1,9,0,3,4
21413,2,1,1,7,1,5,14,0,4,2
4879,4,3,2,8,1,6,7,0,3,2
21867,2,1,6,1,5,7,14,1,6,6
21449,2,1,1,8,5,2,14,1,3,6
23448,3,1,7,7,3,3,14,2,2,4
903,3,1,4,7,3,7,-1,1,6,1
25693,1,1,3,8,7,6,15,1,6,4
25215,4,1,8,7,6,5,14,2,4,2
13032,4,4,4,2,7,6,11,1,3,4
15685,4,2,4,5,2,3,12,1,2,2
26,1,1,4,2,5,3,-1,2,4,1
968,3,1,5,8,6,8,-1,0,7,1
1721,4,1,3,4,4,3,-1,2,2,1
12357,4,3,1,4,7,7,11,1,4,6
723,2,2,8,2,7,2,-1,1,5,1
13625,2,2,3,5,7,3,12,1,5,4
25806,1,1,5,5,6,3,15,2,5,2
23,1,1,4,2,4,3,-1,2,3,1
27987,2,1,4,6,6,4,16,2,4,2
10001,4,3,7,6,2,7,10,1,4,5
23335,3,1,7,1,2,5,14,1,4,5
25970,2,1,1,2,4,3,15,2,2,3
24326,4,1,1,8,7,4,14,1,3,6
2012,4,2,1,6,2,7,-1,1,5,1
25519,1,1,1,3,7,5,15,1,6,6
3071,3,3,7,4,1,1,2,0,2,6
13726,2,2,6,5,8,4,12,0,6,2
18124,3,1,5,3,2,7,13,1,6,4
10882,3,1,4,2,3,3,11,2,2,1
8564,2,1,8,7,3,8,10,0,7,5
18749,3,2,4,1,7,3,13,1,4,3
4032,4,1,3,4,8,1,6,0,4,5
18667,3,2,3,1,6,7,13,1,5,6
8056,4,4,3,3,8,8,9,0,4,5
21528,2,1,2,5,5,7,14,1,6,3
2632,4,3,8,8,7,7,-1,1,4,1
1970,4,1,8,5,8,4,-1,0,4,1
13416,2,1,5,5,1,8,12,0,7,4
17561,2,2,1,3,8,5,13,0,6,7
24422,4,1,2,5,2,3,14,1,2,2
9013,3,2,6,7,5,1,10,0,2,6
24002,3,2,7,6,5,5,14,3,3,2
9923,4,3,6,1,8,4,10,0,4,3
12966,4,4,2,6,6,5,11,2,2,4
18989,3,2,7,2,7,5,13,1,4,3
17440,2,1,7,2,2,6,13,1,5,5
11929,4,2,1,4,8,4,11,0,4,7
26042,2,1,2,2,5,5,15,3,4,3
14705,3,2,8,2,1,3,12,0,2,7
25616,1,1,2,5,5,4,15,3,4,3
27645,4,1,7,7,4,6,15,2,5,3
5771,4,1,7,3,8,7,8,0,6,4
1247,3,2,4,7,4,6,-1,2,4,1
21190,1,1,6,6,3,2,14,1,2,4
12480,4,3,3,1,8,4,11,0,4,5
24286,4,1,1,7,6,4,14,2,3,5
11269,3,2,6,2,7,5,11,1,4,3
1442,3,2,8,5,7,5,-1,1,4,1
14201,3,2,1,3,6,8,12,0,6,5
20233,4,2,2,8,6,5,13,2,3,4
9403,4,1,8,5,1,4,10,0,3,7
11634,3,3,8,5,8,7,11,0,5,2
7290,3,3,4,7,8,2,9,0,5,5
11289,3,2,6,4,1,6,11,0,4,5
4525,2,1,8,2,5,1,7,0,3,3
22143,2,1,8,5,6,7,14,1,6,2
12536,4,3,4,1,6,7,11,1,4,6
26708,2,2,3,3,4,3,15,2,2,1
23506,3,1,8,1,7,8,14,0,7,7
19266,3,3,2,7,6,4,13,2,3,4
4442,4,4,1,2,5,1,6,0,3,4
3917,2,2,4,2,8,1,6,0,6,4
25600,1,1,2,3,8,6,15,0,7,6
16325,4,3,4,2,4,7,12,1,4,5
7257,3,3,2,6,8,7,9,0,5,6
1078,3,1,7,7,7,8,-1,0,7,1
5093,4,4,4,7,8,1,7,0,4,6
5610,3,3,4,4,8,1,8,0,5,4
11792,4,1,5,7,2,2,11,1,2,5
11451,3,3,3,5,8,7,11,0,5,5
7252,3,3,2,5,8,1,9,0,5,6
18137,3,1,5,3,7,6,13,1,5,3
8012,4,4,2,7,5,1,9,0,3,6
22707,3,1,1,4,4,4,14,3,3,3
3667,4,2,7,8,8,1,5,0,4,7
2996,3,2,8,2,1,2,2,0,2,7
20898,4,3,3,7,5,6,13,2,3,2
19005,3,2,7,3,7,6,13,1,4,3
7016,3,2,1,7,8,2,9,0,5,7
25218,4,1,8,7,7,3,14,1,3,4
6327,4,4,3,5,8,3,8,0,4,5
23211,3,1,5,6,7,6,14,1,5,2
3542,4,1,7,4,8,1,5,0,4,3
7581,4,3,1,7,7,3,9,1,3,6
17256,2,1,5,3,2,7,13,1,6,4
16106,4,3,2,1,4,5,12,3,2,4
12808,4,3,8,1,8,7,11,0,4,6
25434,4,2,6,7,4,4,14,3,2,3
2929,3,1,7,1,1,1,2,0,2,6
4559,3,1,2,4,1,7,7,0,6,3
21021,1,1,2,8,8,6,14,0,7,6
24626,4,1,4,3,7,5,14,1,4,3
24251,4,1,1,6,5,3,14,2,2,4
5130,4,4,6,7,7,1,7,0,3,6
17723,2,2,5,2,6,6,13,2,4,4
15562,4,2,1,8,2,3,12,1,2,5
20537,4,2,6,5,3,8,13,0,6,3
18042,3,1,4,5,2,3,13,1,2,2
11660,4,1,2,7,5,8,11,0,7,3
16084,4,3,1,8,3,5,12,2,2,3
4066,4,1,4,8,8,1,6,0,4,7
5211,2,1,2,6,1,8,8,0,7,2
9974,4,3,6,8,7,5,10,1,3,3
2387,4,3,2,6,2,7,-1,1,4,1
20905,4,3,3,8,4,6,13,2,3,2
9615,4,2,6,5,7,3,10,1,3,2
13884,3,1,3,8,8,4,12,0,5,5
23781,3,2,3,3,3,6,14,2,4,3
9571,4,2,5,8,1,3,10,0,3,5
6932,3,1,3,2,2,8,9,0,7,6
21833,2,1,5,7,5,1,14,0,3,6
12792,4,3,7,8,2,4,11,1,2,5
16268,4,3,3,4,4,5,12,3,2,1
17501,2,1,8,4,8,8,13,0,7,4
13719,2,2,6,5,6,1,12,0,4,4
21960,2,1,7,2,7,7,14,1,6,5
5901,4,2,5,8,8,2,8,0,4,6
11097,3,2,1,8,8,3,11,0,5,7
27027,3,1,4,2,6,5,15,2,4,3
5141,4,4,7,3,1,1,7,0,3,6
5807,4,2,1,5,6,2,8,1,2,5
6774,2,2,1,6,7,1,9,0,5,6
24521,4,1,3,3,3,7,14,1,6,4
16390,4,3,6,1,6,4,12,2,2,3
9664,4,2,7,3,1,8,10,0,6,6
20159,4,2,2,3,5,7,13,1,5,4
19755,4,1,5,5,6,7,13,1,6,2
26052,2,1,2,3,3,5,15,2,4,2
20122,4,2,2,2,3,6,13,2,4,4
9996,4,3,7,5,2,8,10,0,5,5
4260,4,3,1,6,8,1,6,0,4,7
15538,4,2,1,5,5,8,12,0,6,4
16599,4,3,8,1,7,6,12,1,3,5
17575,2,2,1,5,8,7,13,0,6,7
917,3,1,5,1,6,2,-1,1,3,1
26868,3,1,2,3,3,5,15,2,4,2
18334,3,1,8,5,3,6,13,2,5,5
4056,4,1,4,5,7,1,6,0,3,4
20701,4,2,7,8,6,2,13,1,2,6
26401,2,1,6,4,4,5,15,3,4,2
3429,3,1,2,2,7,1,5,0,4,5
533,2,1,7,8,6,7,-1,1,6,1
1483,3,3,5,3,6,3,-1,2,3,1
6950,3,1,3,6,7,1,9,0,4,5
16580,4,3,7,8,7,5,12,1,3,3
3871,4,4,1,2,4,1,5,0,3,3
25123,4,1,8,3,6,3,14,2,2,2
4567,3,1,3,3,8,1,7,0,5,5
2851,3,2,5,4,1,3,1,0,2,4
26703,2,2,3,2,4,4,15,3,2,2
22378,2,2,4,3,6,3,14,2,4,2
213,2,1,1,6,1,5,-1,0,4,1
9395,4,1,8,4,1,8,10,0,7,7
26349,2,1,5,6,2,4,15,1,3,3
22367,2,2,4,2,6,2,14,1,4,2
5206,2,1,2,5,1,3,8,0,2,2
10842,3,1,3,5,1,6,11,0,5,2
4170,4,2,3,4,8,3,6,0,4,5
27281,3,1,7,8,5,8,15,0,7,2
1545,3,3,7,2,7,1,-1,0,4,1
10550,2,1,4,5,8,2,11,0,6,4
27084,3,1,5,6,5,3,15,2,2,3
2740,4,4,7,4,8,5,-1,0,4,1
16527,4,3,7,3,5,8,12,0,5,5
17922,3,1,2,3,8,3,13,0,5,6
8456,2,1,3,4,1,4,10,0,3,2
912,3,1,4,8,4,7,-1,1,6,1
25638,1,1,2,8,4,2,15,1,3,6
13940,3,1,4,5,8,7,12,0,6,4
12246,4,2,7,4,7,7,11,1,5,3
19592,4,1,4,2,4,8,13,0,7,6
21150,1,1,5,6,8,3,14,0,7,3
1786,4,1,4,7,4,8,-1,0,7,1
27413,4,1,3,2,5,3,15,2,2,2
10364,1,1,4,4,7,3,11,1,6,3
12706,4,3,5,8,4,6,11,2,3,2
1765,4,1,4,4,5,5,-1,3,4,1
27072,3,1,5,4,3,6,15,2,5,2
16884,1,1,6,4,3,3,13,2,2,3
17068,2,1,2,6,3,8,13,0,7,2
519,2,1,7,6,6,7,-1,1,6,1
23659,3,1,8,8,5,6,14,2,5,3
19339,3,3,4,7,6,3,13,2,3,4
17220,2,1,5,1,7,6,13,1,5,5
22607,3,1,1,1,2,6,14,1,5,5
25786,1,1,5,3,7,4,15,1,6,2
27883,1,1,7,8,5,3,16,2,4,5
2823,3,1,3,3,1,2,1,0,2,2
20790,4,2,8,4,4,4,13,3,2,4
21499,2,1,2,4,5,6,14,2,5,3
7217,3,3,1,2,8,2,9,0,5,7
15304,4,1,4,8,7,2,12,1,3,6
22246,2,2,1,8,7,6,14,1,5,6
22798,3,1,1,8,3,6,14,2,5,2
8123,4,4,4,5,8,6,9,0,4,4
3172,3,3,6,3,3,1,3,0,2,3
25168,4,1,8,6,2,4,14,1,3,6
11423,3,3,2,2,8,7,11,0,5,6
12530,4,3,3,8,8,6,11,0,4,5
9636,4,2,6,7,7,3,10,1,3,4
16628,4,3,8,3,5,5,12,3,2,3
18354,3,1,8,5,8,3,13,0,5,2
4847,4,2,8,4,7,1,7,0,3,3
21580,2,1,3,1,7,4,14,1,5,4
9286,4,1,1,4,8,8,10,0,7,7
19127,3,2,8,3,7,5,13,1,4,2
23365,3,1,7,2,6,7,14,1,6,5
27534,4,1,6,2,5,4,15,3,3,2
23016,3,1,3,4,6,8,14,0,7,4
8317,1,1,1,3,5,1,10,0,4,4
19194,3,2,8,7,7,5,13,1,4,2
1701,4,1,2,7,2,8,-1,0,7,1
10515,2,1,3,7,2,5,11,1,4,2
10349,1,1,3,4,8,3,11,0,7,5
7842,4,3,6,8,8,8,9,0,5,2
12731,4,3,6,5,3,6,11,2,3,3
22995,3,1,3,3,6,4,14,2,3,3
27863,1,1,7,6,5,5,16,3,4,2
25385,4,2,4,7,5,5,14,3,3,2
10810,3,1,1,2,1,5,11,0,4,3
5837,4,2,2,6,7,2,8,1,3,5
25822,1,1,5,6,5,3,15,2,4,3
23951,3,2,6,8,4,7,14,1,5,2
26495,2,1,7,3,2,4,15,1,3,5
24507,4,1,3,2,4,7,14,1,6,5
7419,4,1,6,8,7,1,9,0,3,7
9244,3,3,6,5,8,2,10,0,5,3
3523,4,1,6,3,8,2,5,0,4,2
15748,4,2,5,2,7,3,12,1,3,2
12507,4,3,3,4,8,6,11,0,4,5
23709,3,2,2,2,3,5,14,2,3,3
24514,4,1,3,2,7,4,14,1,3,4
11811,4,1,6,1,8,3,11,0,4,2
8324,1,1,1,8,8,1,10,0,7,7
10447,2,1,1,4,1,7,11,0,6,3
22988,3,1,3,3,5,3,14,2,2,2
10558,2,1,4,7,7,8,11,0,7,3
81,1,1,6,2,5,3,-1,2,4,1
7177,3,2,7,4,1,8,9,0,6,6
13323,2,1,4,1,2,3,12,1,2,2
13569,2,2,1,1,8,7,12,0,6,7
23366,3,1,7,2,6,8,14,0,7,6
27940,1,1,8,8,6,3,16,2,5,5
24817,4,1,6,3,4,4,14,3,3,2
26175,2,1,3,3,5,5,15,3,4,2
6618,1,1,3,3,8,1,9,0,7,5
7443,4,2,1,7,8,8,9,0,6,7
3485,4,1,4,2,7,1,5,0,3,3
10982,3,1,6,3,1,6,11,0,5,5
27650,4,1,7,7,5,6,15,2,5,2
21197,1,1,6,7,6,1,14,0,5,6
21472,2,1,2,2,4,7,14,1,6,5
7331,3,3,7,1,8,3,9,0,5,2
20201,4,2,2,6,5,6,13,2,4,3
13458,2,1,6,3,7,8,12,0,7,5
13874,3,1,3,2,8,8,12,0,7,6
20583,4,2,7,1,7,5,13,1,3,4
16622,4,3,8,3,3,5,12,2,2,5
14807,3,3,1,4,8,6,12,0,5,7
6377,4,4,5,4,2,1,8,0,3,3
17284,2,1,5,4,3,7,13,1,6,3
203,2,1,1,4,1,3,-1,0,2,1
9356,4,1,5,4,3,3,10,2,2,2
8234,4,4,6,3,8,8,9,0,4,5
24541,4,1,3,3,7,5,14,1,4,4
7898,4,4,1,1,3,2,9,1,2,2
26564,2,1,7,8,4,3,15,2,2,5
14313,3,2,2,7,7,3,12,1,4,5
13806,2,2,8,8,7,1,12,0,5,7
979,3,1,6,2,6,3,-1,2,3,1
15554,4,2,1,6,7,3,12,1,3,6
10863,3,1,3,7,7,8,11,0,7,4
20123,4,2,2,2,3,7,13,1,5,5
21397,2,1,1,5,5,2,14,1,3,4
385,2,1,5,4,4,3,-1,2,2,1
22758,3,1,1,6,7,5,14,1,4,6
24757,4,1,5,7,3,3,14,2,2,4
6166,4,3,5,8,8,2,8,0,4,6
2112,4,2,4,5,3,5,-1,2,3,1
26229,2,1,3,8,3,3,15,2,2,5
3884,4,4,7,1,8,8,5,0,4,7
4399,4,3,7,2,5,1,6,0,2,2
15053,3,3,7,4,7,7,12,1,4,3
27905,1,1,8,3,6,3,16,2,5,2
2381,4,3,2,5,3,5,-1,2,2,1
20213,4,2,2,7,6,3,13,2,2,4
20131,4,2,2,2,5,8,13,0,6,6
22972,3,1,3,2,6,7,14,1,6,5
644,2,2,6,3,6,4,-1,2,4,1
16205,4,3,2,8,6,4,12,2,2,4
4760,4,2,2,1,1,4,7,0,3,3
16588,4,3,8,1,4,6,12,2,3,5
26309,2,1,4,7,5,2,15,1,3,5
28049,2,1,7,6,6,4,16,2,4,2
27010,3,1,4,1,6,2,15,1,3,2
4936,4,3,5,5,6,1,7,0,2,4
4437,4,3,8,7,2,2,6,1,2,6
17190,2,1,4,8,2,3,13,1,2,5
12045,4,2,4,4,5,8,11,0,6,4
23872,3,2,4,7,4,5,14,3,3,2
6658,2,1,2,8,7,1,9,0,5,7
